CommentID,CreateTime,Content,UserName,EventID
3513,2018-04-06 07:28:12,What an experience!!  My sister in law said we had to eat here while we were in Arizona and after looking at the reviews with only three stars according to Yelp we thought maybe not.  THANK GOODNESS we tried it anyway!  Fabulous food!!!  Great margaritas and sangrias!  My husband had the stuff Poblano and the sampler plate!  I can not say enough good things about this restaurant!!  You have to try the green corn tamale balls and the baja sauce is the bomb!  I enjoyed the fried ice cream as well!  And our waiter was very knowledgeable and right on it - thanks Taryn!,nBsgXsV1,4719
3514,2018-02-11 08:56:01,"I went with several friends for breakfast.  It's a pretty nice diner.  I got the biscuits and gravy with two eggs, and the gravy wasn't great, but \southwest good\"", I guess.  The pancakes looked great and if I ever return I'll have to give those a try.  The restaurant doesn't allow you to get separate checks or use multiple credit cards and that's kind of lousy.  The menu makes it clear that no substititions are allowed and there are signs on the wall to remind you about their rules.  The waitress was nice though.""",8321HSUZ,4177
3515,2018-03-21 16:29:13,I'd been going to the Roadhouse since Brad opened it... Day One. Lucy was tending bar (I think that was her name,BV5B7BaV,43
3516,2018-04-22 21:17:57,Bob is awesome. This place is so quirky with all the cats,dIZNFN91,3076
3517,2018-04-12 04:20:46,Worst place I've been to in az.. We went to a d backs game very recently and were early so decided to have few drinks and bite to eat before at sliders. I can't say we were completely disappointed because watching the staff was actually entertaining nobody knew what was going on or from the looks of it could read either. We were first seated upstairs and nobody came to table for 15+ min so we walked over to bar. Despite horrible food reviews we ordered sampler platter with sliders mini dogs and pulled pork,k4vH4P8Y,4275
3518,2018-03-09 05:46:15,After all the hype from friends and coworkers surrounding Trader Vic's I just had to try it. Walking in,V0PGxH5V,1095
3519,2018-01-02 16:07:34,STILL HAPPY!!   The other day I ordered some Kung Pao shrimp and Shrimp Chow Mein for take out that was honestly dreadful.  I called the next day to complain and was asked what I wanted to do.  So the following day (two days after the original take out) I went back and got replacements for the original order.  They did not ask for a receipt,Q0gAZRJr,3737
3520,2018-02-27 04:25:20,So glad to be back in Phoenix for the weekend! Top things to do/go in Phoenix when in town for a short amount of time are go to The Vig,xDYXwtpj,1717
3521,2018-01-10 02:01:16,Came in on a Sunday. There was a short line to order,cSmbY4e3,2291
3522,2018-02-14 16:47:48,"I love this place. I have only been here once, it was about two weeks ago, I went on for a date night. My boyfriend told me about the place he swore it was good, so I was open minded about trying it. I had fish and chips, they were super good! The waiter was awesome! And they served good \Sex On The Beaches\"" I had about three. The atmosphere was great, since it was downtown and it was the weekend (Friday). We sat outside, all in all I give this place a thumbs up and I am for sure going back there in the near future.""",AUTfpCCH,1508
3523,2018-01-02 05:12:26,I've been hiking here for many years.  I am addicted to the summit trail and occasionally hike the circumference trail.  It's a great workout and offers nice views of Phoenix. The summit trail can get really busy on the weekends. Fortunately,BSYiKewC,932
3524,2018-02-12 15:51:58,Great new restuarant! Will be back next time I'm in Scottsdale!\n\nWe went last night. Party of 6. One of the crew had been there a few times before so we let him order for the table. Most of the dishes were fabulous! Highlights were the filet,ezTeOjOX,1592
3525,2018-04-19 23:36:29,This quaint little order at the counter restaurant is one of my favorites!  They always give fast service and really great food.  There's usually someplace cozy to sit - indoors or out.  \n\nI LOVE their yogurt parfait!!!  They serve up an awesome grilled cheese and tomato soup.  Their salads are great!  They also have great coffee (ICED especially!)  and bev selection.  \n\nIf you're in Kirland and are looking for someplace to eat that's quick,sdXx1iC0,4742
3526,2018-03-17 18:52:30,I had my first visit to Fate Brewing Company yesterday and was really pleased with the experience. First,3PO5wzBe,2248
3527,2018-03-05 15:36:31,Greta place to be on a Friday night. We sat in the lounge area,oHb8qZT2,3630
3528,2018-05-12 04:10:05,"I first went to Marcellino Ristorante, on a recommendation from strangers, by playing hookie when I was a sophomore in college, not long after they'd opened. \n\nIt was an expensive lunch, since I had three courses and ordered one of their specials, but it was very good, and Sima, who runs the front of the place, was delightful. \n\nI came back a couple times and was just blown away by how good everything was. My early enthusiasm was borne out with its various New Times awards, and it has been my pleasure since then to turn many satisfied people on to what is without a doubt the best Italian restaurant in Arizona, and in my opinion one of the best overall. \n\nThe place's new location does it justice, although those of us prone to nostalgia miss the old one. I spent most of the last three years overseas, and when I was back visiting home, Marcellinos was always my top priority, and never disappointed me. \n\nEverything that they make is excellent, though I'm particularly attached and addicted to their thick, short, toothsome Pacatelli pasta with ragu di salsiccia , which is generously available at a discount for lunch. \n\n I don't know whether or not anyone can say that it is \perfect\"" pasta, but I would wager a lot that there is no pasta that is better. It is flawless. As close to the platonic ideal as we can get. \n\nThe same could probably be said of their tiramisu. \n\nUnfortunately it's not possible anymore to spend an afternoon drinking wine and espresso and smoking cigars on their patio, but that was only ever just icing on the cake.""",c3wb9T3U,1994
3529,2018-01-20 23:12:46,Dear Cantina Laredo,kPSOt2hZ,3454
3530,2018-02-01 10:41:41,Stopped by this place on a Saturday afternoon after swinging by the Pork Shop.  Boy was it crowded! First thing you notice when you walk is (besides the hordes of people) is that there are a lot of samples laying out.  However,JrNtaoUF,314
3531,2018-03-21 04:31:47,"LIVING PARASITE IN OUR FOOD - Manager did not care! - PICS INCLUDED\n\nI signed up to yelp just so I could write this single review about Donovan's chop house in Phoenix AZ.\n\nMy fianc\u00e9e and I went out for a night of celebrating. \nA $250 meal is not uncommon for us, but usually with that type of price tag comes a certain level of service. Not at Donovan's Chop house in Phoenix.\n\nIt started when my fianc\u00e9e finished her oysters and noticed that something was in the oyster shell that she just ate from.\n\Is that moving?\"" she said?\n\""yes, yes it is\"" I replied.\n\nNot only was it moving, but it was alive.\n\nTurns out that a 'pea crab' was living inside of the oyster that my fianc\u00e9e just ate. We looked it up right then and there. According to google pea crabs are parasites that feed off of the oysters food supply.\nWhen I showed the server, she was stunned. She told me she would shot h chef.\nI asked her to show the manager too, and she said \""No, the chef will know what to do\"", as if I wanted the thing steamed and served with a side of butter.\n\nOur meal came, and when I asked about the pea crab, neither the expediter nor the bus boy, knew about our situation. It was only after I asked the server about what the chef said that the situation was acknowledged at all. \nIt was actually a full hour after finding the crab before the manager came over to drop off our check.\n\nShe never apologized and never once said that they would make changes and actually look for crabs in their oysters. She approached the entire situation with as much care as a short order cook that put mayonnaise on a burger by mistake.\n\nHow this disheveled woman got to me the manager of a high end chop house is beyond me. I have seen better managers at Dennys and Coco's bakery. At least there they check in on their customers.\nWhen I showed her the pics of the creature on my phone, she laughed and said these exact words \""Well, at least you have a fun story to tell\"".\nAnd she is absolutely correct. I tell everyone the story and it goes something like this:\n\nWe went to Donovan's Chop House in Phoenix and found a living parasite inside one of the oysters we just ate.  The manager waited a full hour before coming to our table and laughed off our experience as a \""fun story\"".  After being freaked out by finding a living creature in our food, the most she did for us was to knock $12 off of our $250 bill and did the bare minimum to make the situation right.\n\nGreat story huh Donovan's?\n\nHere are the pics:\n\nhttp://i1131.photobucket.com/albums/m545/collovamedia/IMG_20120204_201321.jpg\nhttp://i1131.photobucket.com/albums/m545/collovamedia/IMG_20120204_201207.jpg\nhttp://i1131.photobucket.com/albums/m545/collovamedia/IMG_20120204_201303.jpg\n\n\n\nThe rest of the food was goo,d, but not amazing.\nThe special of the day was a $68 pasta which was the best part of the meal.""",FoqKPL7S,350
